const,TOT_POP,White-alone pop,Black-alone pop,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,county_pop2018_18 and older,Urban_rural_code,Age_0_19,Age_20_39,Age_40_59,Age_60+,Other_races,Indice_Profesionales_Disponibles,Indice_Capacidad_Medica,y
1.0,59131,53965,3586,-670,1113,10.9,15.4,-4.5,-0.1,-6.6,-6.7,6669,17045,10620,8575,13157,34.9,36.6,37860,19608,1320,6.3,37860,86.0,30.84528461,21.87330161,1.833689956,31.95859637,40.6358792,91.78273117,29,46932,5,13550,13653,14555,17373,1580,117.36666666666667,247.929482916,66604
1.0,45388,41081,1858,841,2771,11.9,10.4,1.5,0.2,16.9,17.1,6464,9987,7634,5541,6363,20.7,18.8,51829,18670,715,3.7,51829,88.4,20.77510712,14.3548871,0.625626279,21.47839735,14.71731888,55.17592313,4,35197,5,11502,11453,11385,11048,2449,99.28333333333335,131.127259859,39550
1.0,44785,39895,3169,29,8468,9.1,9.5,-0.4,2.4,-1.3,1.0,4159,11856,6723,7800,4575,13.1,12.2,55679,18910,730,3.7,55679,91.4,24.48878626,19.82392251,0.695882974,36.28382783,25.19166304,93.60150534,12,36658,5,10338,12679,11037,10731,1721,133.11666666666667,212.085587954,36444
1.0,5393,4671,55,9,51,8.7,8.7,0.0,2.6,-1.1,1.5,142,962,1315,1783,511,13.6,12.6,54465,2924,105,3.5,54465,77.5,2.768017203,1.741544157,0.12206187,3.089991426,3.369676498,9.018161602,0,4542,6,930,1041,1344,2078,667,130.43333333333334,20.109452756,4853
1.0,382378,323311,34197,1535,11767,11.5,9.1,2.5,1.9,-0.3,1.6,23331,79198,67045,72022,45821,15.4,14.1,61053,185115,7977,4.1,61053,108.7,197.5441379,73.14268791,6.346011384,258.6163196,176.8378224,745.2310894,74,292648,2,103557,102435,96311,80075,24870,122.35000000000001,1531.718068594,303476
1.0,36277,33160,1688,-366,2720,11.7,11.5,0.2,1.0,-11.3,-10.3,2274,8433,9181,4857,4586,18.5,17.4,52093,18487,622,3.3,52093,86.7,22.09163204,9.804454802,1.356302071,14.68944107,24.83871844,46.97632682,8,28393,5,9208,9334,8503,9232,1429,97.89999999999999,127.756875243,30667
1.0,64135,60867,1137,373,2694,10.4,8.8,1.6,0.1,4.2,4.3,3322,16190,16081,8957,6925,14.9,13.1,59528,32477,1103,3.3,59528,97.9,33.5481644,20.29879069,1.467249545,33.66951586,36.14067299,101.4608576,6,49987,4,15421,15502,17127,16085,2131,116.53333333333332,232.58525108499998,55434
1.0,13044,12681,176,-124,284,9.9,12.7,-2.7,0.1,-6.7,-6.6,1139,4170,2921,1169,1772,19.9,18.8,47314,5720,295,4.9,47314,72.7,5.080995646,2.551247461,0.191445937,9.880453148,6.197934241,21.89240598,0,10270,6,3021,2963,3540,3520,187,120.75,45.794482413,11990
1.0,1282,1130,7,-21,38,12.4,10.1,2.3,0.0,-19.3,-19.3,77,422,265,222,128,12.9,13.0,52496,667,21,3.1,52496,92.0,0.68732934,0.587063537,0.082828271,0.492610246,0.786142014,1.39209621,0,1017,6,290,258,280,454,145,109.14999999999999,4.028069618,1095
1.0,135693,129624,1812,630,1027,9.5,8.6,0.9,0.7,3.1,3.8,4939,28658,31889,28989,6059,4.9,4.3,75799,75630,1976,2.5,75799,124.7,70.97920124,42.9469682,3.104318897,71.23594942,76.46427598,214.6648187,12,105971,2,32685,29876,39067,34065,4257,116.53333333333332,491.395532437,98278
1.0,503310,376026,75723,-384,10232,13.2,7.7,5.5,6.9,-13.2,-6.3,55296,113580,70711,93486,67374,21.9,20.8,71959,227001,12205,5.1,71959,88.0,311.6972595,105.1985313,4.632803204,399.4380324,152.9955009,885.2043976,97,383450,2,133822,135169,131085,103234,51561,129.50000000000003,1956.166524904,381381
1.0,26282,24823,355,547,73,8.5,5.5,3.0,0.6,17.5,18.1,595,4374,6449,6388,1312,7.2,6.4,98247,14538,425,2.8,98247,136.6,13.35888597,10.36871046,0.410687686,11.55001436,12.56519741,33.63486004,0,20564,2,6313,5051,8255,6663,1104,124.56666666666666,81.888355926,15759
1.0,6968,6348,81,160,1708,7.7,10.5,-2.8,0.1,25.4,25.6,594,1957,1616,1105,950,20.8,20.1,48966,2761,119,4.1,48966,88.6,3.305898024,2.564694697,0.367322003,2.256406588,3.850321706,7.55633834,0,5948,6,1139,1840,2048,1941,539,113.66666666666664,19.900981358,6094
1.0,22763,11278,9614,-69,1680,12.4,11.8,0.6,0.0,-3.5,-3.5,3336,5379,4097,1883,5335,39.7,39.5,37212,7538,389,4.9,37212,83.2,15.89926035,0.815542117,0.754567006,8.98620707,8.361212176,25.76960653,0,16928,6,6334,5787,5512,5130,1871,84.5,60.586395249000006,24721
1.0,20455,17854,1051,-401,574,17.8,6.3,11.5,2.1,-33.3,-31.1,3428,3338,3185,2855,2530,16.9,17.2,51812,8893,252,2.8,51812,99.8,5.86714215,6.681590706,0.648446303,6.842405389,11.72390916,24.18445332,0,14756,5,6406,5813,4770,3466,1550,91.69999999999999,55.947947028,16479
1.0,63626,42298,16894,193,987,12.8,10.9,1.9,4.1,-2.9,1.2,9492,14171,13427,5427,14243,33.0,33.1,42807,28039,1168,4.0,42807,79.4,28.90358488,25.99300552,0.686283974,30.97469187,24.65720279,91.78435401,8,48165,6,17121,14633,16393,15479,4434,109.35000000000002,210.999123044,66997
1.0,140625,124544,10215,4085,1389,11.2,8.0,3.2,0.9,25.3,26.2,8013,27216,27862,27857,10888,9.9,9.0,76507,71059,2031,2.8,76507,146.1,119.396057,24.75993388,2.388752011,74.50829098,51.63858694,209.8570571,12,107293,2,36473,33911,39430,30811,5866,109.55,494.548677911,107533
1.0,27346,25401,342,-346,588,9.8,11.6,-1.8,-0.1,-10.6,-10.8,2578,5107,6860,5461,5535,30.3,29.2,38341,11647,601,4.9,38341,80.9,13.33742414,6.942768733,0.535063004,12.77626051,14.81210998,37.76761788,6,21886,5,6171,5505,5940,9730,1603,107.80000000000001,92.171244247,24005
1.0,50112,43885,4116,-516,3932,11.0,11.6,-0.7,2.1,-11.7,-9.5,3988,12850,12113,6582,7558,22.7,20.6,44553,21020,1183,5.3,44553,68.5,19.51999799,9.801296593,0.735490555,37.95839222,23.81101508,84.10550817,18,40275,5,11253,12286,12218,14355,2111,120.75,193.931700608,49017
1.0,4212,3717,17,-6,44,13.0,11.2,1.9,0.0,-3.1,-3.1,315,1016,1014,605,686,21.1,19.5,40583,1981,67,3.3,40583,71.1,2.258214648,1.928792215,0.272131575,1.618466735,2.582862843,4.573720154,0,3220,6,1082,765,965,1400,478,109.14999999999999,13.234188170000001,3674
1.0,1200,1107,58,-6,31,9.1,10.8,-1.7,0.0,-4.2,-4.2,236,300,341,170,210,31.0,26.9,37648,560,17,2.9,37648,62.1,0.413910674,0.244290916,0.02186619,0.454047466,0.401869636,1.41724687,0,953,6,267,229,310,394,35,95.95,2.9532317519999998,1212
1.0,97331,89755,1767,1510,1225,15.2,7.2,8.0,3.0,4.6,7.7,13685,15218,18239,10072,12235,16.5,16.1,53688,43492,2894,6.2,53688,72.5,39.2264186,24.64405884,1.188287952,48.40981789,57.05073789,143.5890996,0,68740,5,31284,25783,21677,18587,5809,121.73333333333335,314.108420772,74438
1.0,13422,9949,3093,-38,81,8.9,10.8,-1.9,-0.3,-0.6,-0.9,1361,3112,3581,2060,2108,27.6,26.5,48337,4804,242,4.8,48337,89.6,6.097254522,5.483263448,0.144772632,6.534157644,5.20147386,19.36204695,0,10960,5,2706,2614,3342,4760,380,109.35000000000002,42.822969056,13848
1.0,18853,14090,4196,472,163,11.1,8.6,2.5,-0.1,22.9,22.8,1691,4357,3877,2613,2374,20.4,19.4,57978,8744,323,3.6,57978,98.9,8.629441583,5.962648421,0.259868957,8.921570135,6.113193196,22.91864984,0,14558,2,4735,4025,5014,5079,567,99.28333333333335,52.805372132,15696
1.0,53591,51015,1225,-186,1433,9.1,10.7,-1.6,0.1,-2.0,-1.9,4872,13795,13080,6853,6830,19.8,18.7,51388,21711,1166,5.1,51388,76.0,34.5834036,24.38745604,0.4552252,56.82088038,17.77023672,134.1214101,8,42821,5,11811,12751,14652,14377,1351,150.75,276.13861204,50858
1.0,1187,1148,2,-14,0,8.4,2.5,5.9,0.0,-19.3,-19.3,60,278,320,239,198,26.8,23.4,50861,724,19,2.6,50861,85.2,0.642945926,0.505743111,0.057219111,0.550041778,0.775226666,1.688886666,0,966,5,243,210,285,449,37,105.86666666666666,4.220063258,1063
1.0,16434,15845,198,-156,652,11.5,15.3,-3.8,0.0,-5.7,-5.7,1636,4551,3393,1696,2776,26.8,24.5,40308,6589,269,3.9,40308,85.6,7.115997113,1.139650112,0.479852679,4.902131345,9.188088227,19.8320931,0,12820,6,4094,3905,4103,4332,391,94.03333333333332,42.657812576000005,15973
1.0,32598,30726,722,-7,724,10.9,10.8,0.1,-0.1,-0.2,-0.2,2125,9738,6175,4527,3516,14.6,13.5,53389,16446,545,3.2,53389,98.1,18.18138231,3.538372618,0.649145052,20.27780157,14.55787591,57.81115562,2,25127,2,8218,7430,8512,8438,1150,114.71666666666665,117.01573308,29464
1.0,37543,35268,1298,-100,297,10.4,11.2,-0.8,0.0,-1.8,-1.8,5052,9234,9335,3012,4829,20.5,20.2,49070,17191,600,3.4,49070,91.0,17.05477772,15.33736847,0.404947022,18.27684998,14.54916802,54.15804864,0,29751,3,8609,8165,10626,10143,977,109.35000000000002,119.781159852,36423
1.0,29483,26960,665,299,1654,9.0,9.3,-0.3,0.0,10.5,10.5,2196,8437,7464,3078,3319,15.7,13.8,50387,14130,720,4.8,50387,71.7,15.13247751,9.520850431,0.667300223,16.89267888,18.42168963,49.30140154,0,23708,6,6351,6588,8027,8517,1858,130.43333333333334,109.93639821400001,27983
1.0,18217,17801,88,97,132,10.0,13.9,-4.0,-0.1,9.4,9.4,2570,5638,2795,1733,3701,30.0,27.9,36687,6863,299,4.2,36687,70.1,15.46693668,3.207478866,0.309446367,9.652035817,6.689423206,27.18553606,0,14389,6,4214,3737,4868,5398,328,109.55,62.510856996,20097
1.0,20478,18141,459,4,1316,10.8,9.3,1.5,0.1,-1.4,-1.2,1676,5781,4921,2089,2289,16.9,16.3,52919,10347,332,3.1,52919,87.1,10.71176909,6.481307177,0.46848579,10.75051603,11.53954473,32.39596853,0,16021,6,4862,4868,5381,5367,1878,116.53333333333332,72.34759134699999,18478
1.0,25300,24289,270,-45,775,9.8,7.8,2.1,0.4,-4.2,-3.8,1301,4437,5324,6589,2696,13.0,12.5,60230,13576,495,3.5,60230,98.9,15.51207969,9.977822095,0.565544572,16.84514904,15.06772324,48.87920945,0,20166,6,5896,6312,6938,6154,741,160.53333333333333,106.847528087,17610
1.0,34335,33543,141,176,343,9.8,9.3,0.6,0.0,4.6,4.7,953,6965,8199,7753,1446,4.3,3.5,88481,17951,644,3.5,88481,136.0,13.37442391,6.715507634,0.503932555,26.00777053,16.31447962,57.62616984,0,26747,2,8312,7756,9490,8777,651,120.75,120.542284089,26841
1.0,3578,3301,28,11,106,3.9,7.3,-3.4,-0.3,6.7,6.4,180,1269,852,656,827,40.2,39.9,34777,1045,72,6.4,34777,73.4,1.745092649,0.908404393,0.070008609,1.671668986,1.938043206,4.941583295,0,3141,6,493,474,722,1889,249,107.80000000000001,11.274801138,3827
1.0,17761,17303,99,6,405,8.8,15.3,-6.5,0.0,6.9,6.9,2031,5332,3859,1953,2797,24.1,21.3,43688,6719,346,4.9,43688,83.4,15.07977507,3.127190654,0.301700441,9.410430265,6.521976482,26.50503958,0,14451,4,3666,3805,4800,5490,359,109.55,60.946112492,19016
1.0,39383,35312,1061,832,4398,7.6,11.0,-3.4,0.4,24.2,24.6,2864,8461,12198,5997,4130,13.8,13.7,58515,14117,589,4.0,58515,77.8,15.34618074,7.8821664,0.357420454,22.26460619,15.1311311,58.51241651,6,33469,6,6562,8256,10591,13974,3010,120.01666666666671,125.493921394,35295
1.0,154475,92316,58079,-1282,5538,13.4,10.7,2.7,0.3,-11.4,-11.0,13796,34179,28391,24462,31790,30.3,28.8,44371,66703,3661,5.2,44371,92.4,78.36494078,25.42551167,5.237589104,83.10529041,59.40354225,248.3876909,88,116048,4,42700,42503,37187,32085,4080,111.48333333333333,587.924565114,150023
1.0,5180493,3391043,1236170,-24009,90985,12.3,8.4,3.9,3.6,-12.2,-8.6,477426,837569,910060,1361974,701869,18.8,18.5,63347,2506103,105409,4.0,63347,97.4,2017.944064,1013.241307,76.03375781,3924.073779,2461.542085,8694.683835,1606,4050821,1,1251579,1553224,1310238,1065452,553280,120.75,19793.51882781,3860852
1.0,72679,54941,2226,431,3049,12.0,11.2,0.8,0.4,4.8,5.2,5903,17039,15805,8706,12181,25.1,21.9,48499,31421,1203,3.7,48499,93.4,20.84664015,23.74047084,2.304005322,24.31186415,41.65641622,85.93018248,14,55503,5,19365,18813,18185,16316,15512,91.69999999999999,212.789579162,65399
1.0,622213,577806,4984,15710,13972,19.7,3.8,15.9,2.1,7.5,9.6,16874,47202,109272,116085,57136,7.5,7.2,75296,291391,8477,2.8,75296,105.5,237.5786603,157.0735468,10.629037,191.1258319,207.0693874,727.4985323,122,414503,3,233505,209956,111160,67592,39423,92.46666666666665,1652.9749957,320318
1.0,134214,95776,29531,1985,3388,13.9,8.1,5.7,0.3,8.8,9.1,11435,25063,29886,17367,18802,19.7,20.5,51225,50341,2450,4.6,51225,95.0,60.96981958,54.83018331,1.447661605,65.3386555,52.0124134,193.6118142,14,99312,5,38679,39235,32657,23643,8907,109.35000000000002,442.210547595,110560
1.0,17987,14396,210,39,432,9.7,10.7,-1.0,0.6,2.7,3.2,1478,3883,4431,3452,2172,15.1,14.7,53793,8388,337,3.9,53793,71.5,7.008906201,3.599942286,0.163241036,10.16868881,6.910688753,26.72378528,4,14306,6,4041,3894,4335,5717,3381,120.01666666666671,58.575252366,14161
1.0,33700,16931,16022,-300,1472,8.7,12.1,-3.4,0.1,-5.7,-5.5,4868,8996,6494,3734,8520,36.3,35.7,36722,11959,589,4.7,36722,70.0,14.05899184,6.953268477,0.457364657,14.16504741,15.51725596,42.76690964,6,27221,6,7292,7710,8191,10507,747,100.01666666666667,99.91883798399999,36006
1.0,167529,151042,4324,1103,4514,11.0,10.9,0.0,0.3,6.3,6.6,11814,32066,43446,24568,28127,22.9,20.2,48308,72186,3726,4.9,48308,67.1,85.1533676,66.09313195,2.617841007,73.62310159,80.09416925,214.3982371,32,129906,4,42208,42695,40304,42322,12163,124.56666666666666,553.979848497,138836
1.0,23878,23195,130,25,312,11.9,12.9,-1.0,1.0,1.1,2.1,2627,7226,4547,1954,3642,20.5,19.7,44913,10197,415,3.9,44913,80.6,12.32101571,3.015134167,0.471003207,9.387950288,11.85714892,31.06480244,4,18473,2,5907,5706,6704,5561,553,101.68333333333334,72.117054732,23530
1.0,77296,51476,22884,1212,5501,11.5,7.4,4.1,1.8,9.8,11.6,5445,11331,13337,11359,16439,24.4,24.2,43766,35935,1568,4.2,43766,74.6,35.38011545,24.44644737,1.065444806,36.57782237,25.06367057,93.96488399,24,61850,5,21291,27504,15801,12700,2936,99.28333333333335,240.49838455600002,68051
1.0,23537,14387,8453,-163,2064,10.8,12.0,-1.2,1.2,-6.9,-5.8,2210,5880,3602,3028,4799,27.6,27.2,40909,8562,429,4.8,40909,86.9,10.19162858,1.632222508,0.687251582,7.020899687,13.15930587,28.40379551,6,18666,5,6338,6529,5155,5515,697,94.03333333333332,67.095103737,23918
1.0,10105518,7151444,906467,-13241,178334,11.8,6.8,5.0,3.5,-9.8,-6.3,1460718,1416482,1790808,2177481,1409155,19.9,19.5,67986,4896512,239829,4.7,67986,90.3,3937.767709,2022.531916,91.71263834,5713.007608,3882.586846,15014.04866,2126,7916625,1,2447392,3058917,2656079,1943130,2047607,120.01666666666671,32787.65537734,7034188
1.0,19432,18792,135,64,201,11.3,11.5,-0.2,0.1,3.4,3.5,1046,5705,4313,2568,2123,15.1,13.5,54663,10631,301,2.8,54663,91.0,11.83351969,5.251817011,0.726511615,7.868490199,13.30501355,25.16316075,0,15101,6,4740,4080,5050,5562,505,97.89999999999999,64.148512815,16761
1.0,16622,16214,121,-213,217,9.7,12.9,-3.2,0.1,-9.6,-9.5,1444,5781,3069,1882,2413,24.3,22.4,44883,6806,383,5.3,44883,73.7,9.089038858,7.357669754,0.2582777,13.46678098,9.349912314,34.74029746,4,13235,6,3710,3314,4248,5350,287,133.11666666666667,78.261977066,15974
1.0,85202,57219,25842,168,1063,13.5,11.6,2.0,0.3,-0.2,0.1,9093,14003,19547,13367,10977,19.9,18.3,51088,38731,1566,3.9,51088,114.2,59.51099503,3.052577406,2.824347319,33.63540899,31.2960506,96.45574027,42,63660,5,23539,22033,21910,17720,2141,84.5,268.775119615,75028
1.0,3038,2985,8,-52,53,11.4,12.7,-1.3,0.0,-16.0,-16.0,157,865,804,405,417,21.2,19.1,47499,1656,45,2.6,47499,79.5,1.645551577,1.294395595,0.146446217,1.407773311,1.984110036,4.322525435,0,2400,6,702,527,725,1084,45,105.86666666666666,10.800802171,2766
1.0,2806,2750,7,-9,26,8.9,13.5,-4.6,0.4,1.1,1.4,148,764,746,380,424,21.1,19.2,43880,1210,42,3.4,43880,73.5,1.519887336,1.195547741,0.135262701,1.300267252,1.832591428,3.992431326,0,2166,6,690,561,633,922,49,105.86666666666666,9.975987784,2686
1.0,4321,4171,18,-35,48,7.8,13.1,-5.3,0.0,-2.8,-2.8,234,1331,1221,624,506,18.4,17.5,53188,2186,88,3.9,53188,87.5,2.260257556,1.367600757,0.09885375,2.26843343,2.434923957,6.835774003,0,3682,5,693,755,1256,1617,132,116.53333333333332,15.265843452999999,4309
1.0,35185,33438,461,-129,606,12.1,9.9,2.2,0.6,-6.5,-5.9,1642,7268,9973,5364,3472,13.1,12.4,56803,17763,543,3.0,56803,95.1,19.05817388,14.99121428,1.696086288,16.30431335,22.97923357,50.06190172,19,26926,5,9062,8200,8592,9331,1286,105.86666666666666,144.090923088,32186
1.0,15042,12848,101,9,116,8.0,11.5,-3.5,0.3,3.8,4.1,584,3294,4074,3496,2103,22.9,22.0,53637,7239,373,4.9,53637,88.2,7.868269882,4.760807821,0.344123609,7.896731233,8.476307837,23.79627692,0,12468,6,2857,2545,3901,5739,2093,116.53333333333332,53.142517302,13651
1.0,24032,16712,4044,23,438,12.1,9.9,2.2,0.2,-1.5,-1.3,2420,7659,4264,2163,5430,30.1,27.2,36423,8542,467,5.2,36423,75.8,12.19139833,3.955500219,0.814822731,12.92886447,9.241533758,38.64219445,0,18364,6,6187,5403,5815,6627,3276,111.48333333333333,77.774313958,24989
1.0,49615,47046,625,113,1975,14.0,7.5,6.5,2.1,-6.4,-4.2,2090,7469,10039,10437,5068,11.6,10.2,59193,27046,649,2.3,59193,99.1,26.87427304,21.13938032,2.391681716,22.99100488,32.40342969,70.59318612,34,37978,5,13585,15460,10576,9994,1944,105.86666666666666,210.392955766,37732
1.0,39583,38577,215,-43,519,11.1,15.0,-3.9,-0.2,3.1,2.9,6979,11681,6483,3397,8392,27.8,26.0,39443,14050,702,4.8,39443,75.3,33.607496,6.969404181,0.672383793,20.97252751,14.53518355,59.07037789,10,31434,3,8914,8921,10746,11002,791,109.55,145.827372924,43121
1.0,465735,394949,12611,8402,5308,11.7,8.5,3.1,0.2,14.7,15.0,36417,74194,105108,94467,47627,13.5,10.6,63636,240941,9064,3.6,63636,108.3,129.0812575,81.19379928,6.753359487,216.5679599,138.290384,473.6560767,331,364959,3,111434,131643,116139,106519,58175,91.2,1376.542836867,328088
1.0,7790,7592,59,-25,115,10.3,11.2,-0.9,0.4,-2.7,-2.3,639,2173,1644,885,885,16.6,14.8,56541,3784,114,2.9,56541,94.1,4.743882173,2.105375387,0.291247709,3.154360779,5.333782193,10.08753717,0,5942,6,2011,1683,1970,2126,139,97.89999999999999,25.716185410999998,6945
1.0,34711,32821,807,346,317,12.1,9.1,3.0,0.2,6.8,7.0,2823,8915,7183,4317,3606,16.0,13.6,62056,17067,493,2.8,62056,114.0,19.35989819,3.767729675,0.691222587,21.5922072,15.50151638,61.55847055,0,26457,2,8973,7973,9164,8601,1083,114.71666666666665,122.47104458199999,30433
1.0,130441,120735,6201,-986,4340,9.8,14.0,-4.3,0.6,-3.8,-3.2,11063,47524,22429,15674,18475,20.3,18.8,50381,53754,3327,5.8,50381,82.7,71.32615315,57.73924921,2.026831997,105.6804463,73.37335532,272.6241813,15,105430,2,27433,29920,35177,37911,3505,133.11666666666667,597.770217277,124385
1.0,700832,568343,52393,-2174,18671,10.6,6.7,3.9,2.0,-9.0,-7.0,43138,96532,111551,205787,54353,10.3,9.3,87336,361302,17099,4.5,87336,134.2,272.9932797,137.0741997,10.28606555,530.8599924,333.0044963,1176.241848,108,531946,2,190539,172236,193975,144082,80096,120.75,2568.45988165,470807
1.0,218022,190301,19492,5403,2190,10.5,10.3,0.1,0.5,24.3,24.8,14310,40579,46025,46075,21069,13.9,13.1,57588,90456,3393,3.6,57588,115.5,113.1621137,23.86351236,4.505074295,101.9217303,83.32157211,282.882982,51,170912,4,51670,48792,57324,60236,8229,96.11666666666666,660.6569847650001,173656
1.0,13335,8811,776,43,1557,11.5,12.6,-1.1,0.4,4.1,4.5,1704,3633,2735,1200,2902,31.2,30.0,37566,5142,224,4.2,37566,72.4,3.824900541,4.355854904,0.422734366,4.460693027,7.643037332,15.7663009,0,10435,6,3182,3600,3232,3321,3748,91.69999999999999,36.47352107,14299
1.0,8653,8387,87,36,92,13.0,9.1,3.8,0.1,0.5,0.6,614,2516,1710,985,985,17.8,16.3,51649,4427,147,3.2,51649,92.7,4.4649363,1.092635729,0.170683925,3.402040952,4.296838496,11.25738066,0,6508,4,2341,1915,2265,2132,179,101.68333333333334,24.684516062,8078
1.0,43172,41322,176,624,478,8.8,10.9,-2.0,-0.5,17.0,16.6,2796,9381,10391,8372,6628,23.0,19.4,50055,19078,835,4.2,50055,90.6,20.48252432,15.89021232,2.275836036,13.98013565,23.85563845,46.81719845,5,34926,6,9122,8261,10846,14943,1674,113.66666666666664,128.301545226,35520
1.0,1259201,948504,176647,3019,13244,10.6,8.6,2.0,4.5,-4.0,0.4,53868,164936,251606,407776,102052,9.6,9.0,80319,648277,22462,3.3,80319,141.8,556.7942925,476.5504091,18.13990455,934.0791128,758.7267022,2557.60057,409,995170,2,291762,322202,347185,298052,134050,122.78333333333335,5710.8909911499995,900451
1.0,251446,219324,3840,1069,3506,15.4,8.2,7.2,0.3,-3.3,-3.0,40492,42417,43477,24061,40961,21.2,21.0,51377,120986,8190,6.3,51377,69.4,101.337971,63.66573876,3.06983646,125.062468,147.3855179,370.9496949,52,176966,4,81525,66172,56225,47524,28282,121.73333333333335,863.47122702,201714
1.0,6411,6066,177,48,104,7.8,8.6,-0.8,-0.2,8.1,8.0,655,1912,1044,942,575,14.1,13.0,58234,3429,107,3.0,58234,111.2,5.443186642,1.128788879,0.108901612,3.396783313,2.354168753,9.567243328,0,5197,5,1356,1375,1777,1903,168,109.55,21.999072527,6395
1.0,9914,9525,96,-56,350,13.8,13.3,0.5,0.7,-6.9,-6.2,819,2704,1969,1272,1583,25.8,25.3,40315,4372,164,3.6,40315,74.1,5.529487214,1.076122036,0.197423892,6.167069292,4.42747352,17.58205402,0,7537,6,2639,2267,2214,2794,293,114.71666666666665,34.979629974000005,8743
1.0,742474,570700,120581,38,25919,10.5,9.0,1.5,3.3,-4.7,-1.4,49470,122362,146393,192281,103620,18.9,18.3,60240,347399,15459,4.3,60240,89.0,479.1341457,337.8748678,6.306896216,787.2222265,246.1969125,1858.178796,191,588260,1,177060,201185,186905,177324,51193,150.75,3905.9138447160003,593116
1.0,434051,283556,121627,-2245,3314,13.1,10.0,3.0,2.7,-10.9,-8.2,44549,95090,85657,79756,67200,25.7,23.0,50871,205660,9404,4.4,50871,105.9,220.1934352,71.4417787,14.71682012,233.5130889,166.9148206,697.9312226,215,338593,2,103832,116218,110164,103837,28868,111.48333333333333,1619.71116612,394297
1.0,13932,13631,40,-78,98,8.8,13.3,-4.5,0.0,-0.9,-0.9,2284,4384,2259,1264,3046,31.9,29.2,36658,4535,389,7.9,36658,83.2,7.267533192,5.153622264,0.43204019,7.529843308,9.574319206,21.6251545,0,11053,6,3174,2763,3803,4192,261,117.36666666666667,51.58251266,16679
1.0,4074,3482,10,-44,127,12.9,9.3,3.7,-0.2,-13.9,-14.2,302,1019,941,583,608,22.4,21.5,44730,1831,87,4.5,44730,81.0,1.932868621,1.499507204,0.21476318,1.319259535,2.251178334,4.417985419,0,3106,6,1048,793,1002,1231,582,113.66666666666664,11.635562293,3472
1.0,4903,4703,40,62,204,12.3,13.1,-0.8,2.1,11.5,13.5,335,954,1193,905,520,10.9,9.5,53286,2347,43,1.8,53286,81.7,2.947952642,1.464300327,0.251575827,2.264182445,3.786538732,5.824947999,0,3697,6,1353,1068,1111,1371,160,106.91666666666669,16.539497972,4058
1.0,50923,48961,629,-109,526,10.6,9.4,1.3,0.3,-3.6,-3.4,3616,11968,12911,7139,4223,11.2,10.2,61794,24014,1275,5.0,61794,95.0,19.83590473,9.959918311,0.747393549,38.57270129,24.19636656,85.46665055,4,39503,5,12613,11564,13704,13042,1333,120.75,182.77893498999998,43066
1.0,16841,16133,215,-144,566,9.9,13.2,-3.4,0.4,-5.5,-5.1,1518,4079,3955,2816,2902,24.5,22.3,49716,6943,480,6.5,49716,76.4,6.560031253,3.293894395,0.247174258,12.75657095,8.002101392,28.26510343,0,13301,6,3874,3748,4385,4834,493,120.75,59.124875677999995,16159
1.0,40599,37084,2412,-412,5423,8.9,10.6,-1.6,0.1,-8.6,-8.5,2645,11374,10162,3938,5679,20.8,19.6,48988,16934,832,4.7,48988,86.5,17.95209143,15.36487825,0.584864517,30.11646107,24.46277074,82.46183536,0,32645,5,9346,11098,10548,9607,1103,122.78333333333335,170.942901367,41644
1.0,702455,320374,326181,6764,39629,14.0,8.1,5.9,5.1,-1.3,3.8,45805,83572,77255,280349,107806,24.5,24.8,82533,382140,22470,5.6,82533,100.0,359.0,288.0,10.0,1623.0,332.0,4170.0,314,574961,1,148712,279223,155591,118929,55900,320.93333333333334,7096.0,439888
1.0,308570,287376,5315,557,1648,9.9,7.0,2.9,0.5,-1.6,-1.1,14873,54107,68215,69714,18136,7.8,7.3,86268,160050,5799,3.5,86268,132.6,120.1964755,60.35253212,4.528861761,233.7328602,146.6188722,517.8886625,33,236174,2,80022,72820,90272,65456,15879,120.75,1116.318264281,229180
1.0,54793,39857,12852,556,5966,9.9,7.6,2.3,1.3,6.6,7.9,3253,5818,8241,13562,8801,16.2,15.4,49381,27121,1095,3.9,49381,110.4,38.27123719,1.963097977,1.816324296,21.63077116,20.12634094,62.03022672,24,44874,5,14172,19553,11390,9678,2084,84.5,169.837998283,42105
1.0,12392,7355,4799,-82,156,11.8,13.7,-1.8,0.0,-4.7,-4.7,1447,3303,2618,1218,2208,30.8,29.6,39551,4865,254,5.0,39551,88.4,8.655433563,0.44397478,0.410780404,4.892021175,4.55177882,14.02877319,0,9616,6,3028,2800,3137,3427,238,84.5,32.982761932,13392
